date,section,species,fork_length,body_mass,maturation,tagloss,injury,handlingmortality,notes,pit_number,pit_number2,smolting,removed
10/5/2020,1930,masusalmon,104,13.7,sperm,NO,NO,NO,NA,900_226001109035,NA,NA,NA
10/5/2020,1930,masusalmon,136,31,sperm,NO,NO,NO,NA,900_226001109081,NA,NA,NA
10/5/2020,1930,masusalmon,92,9.4,NO,NO,NO,NO,NA,900_226001109097,NA,NA,NA
10/5/2020,1930,masusalmon,128,23.2,sperm,NO,NO,NO,NA,900_226001109011,NA,NA,NA
10/5/2020,1930,masusalmon,80,6.1,NO,NO,NO,NO,NA,900_226001109033,NA,NA,NA
10/5/2020,1930,masusalmon,73,4.6,NO,NO,NO,NO,NA,900_226001109062,NA,NA,NA
10/5/2020,1930,masusalmon,65,3.2,NO,NO,NO,NO,NA,900_226001109002,NA,NA,NA
10/5/2020,1940,masusalmon,143,35.4,sperm,NO,NO,NO,NA,900_226001111110,NA,NA,NA
10/5/2020,1940,masusalmon,151,44.3,sperm,NO,NO,NO,NA,900_226001111418,NA,NA,NA
10/5/2020,1940,masusalmon,137,30.8,sperm,NO,NO,NO,NA,900_226001047778,NA,NA,NA
10/5/2020,1940,masusalmon,127,27.8,sperm,NO,NO,NO,NA,900_226001047757,NA,NA,NA
10/5/2020,1940,masusalmon,139,32.9,sperm,NO,NO,NO,NA,900_226000285619,NA,NA,NA
10/5/2020,1940,masusalmon,184,68.5,sperm,NO,NO,NO,NA,900_226000493321,NA,NA,NA
10/5/2020,1940,masusalmon,194,85.4,sperm,NO,NO,NO,NA,900_226001109092,NA,NA,NA
10/5/2020,1940,masusalmon,140,31.6,sperm,NO,NO,NO,NA,900_226001109030,NA,NA,NA
10/5/2020,1940,masusalmon,157,45.9,sperm,NO,NO,NO,NA,900_226001109079,NA,NA,NA
10/5/2020,1940,masusalmon,144,43.7,sperm,NO,NO,NO,NA,900_226001109055,NA,NA,NA
10/5/2020,1940,masusalmon,100,12.7,sperm,NO,NO,NO,NA,900_226001109090,NA,NA,NA
10/5/2020,1940,masusalmon,88,7.2,sperm,NO,NO,NO,NA,900_226001109017,NA,NA,NA
10/5/2020,1940,masusalmon,145,37.6,sperm,NO,NO,NO,NA,900_226001109040,NA,NA,NA
10/5/2020,1940,masusalmon,134,27.6,sperm,NO,NO,NO,NA,900_226001109020,NA,NA,NA
10/5/2020,1940,masusalmon,86,7.2,sperm,NO,NO,NO,NA,900_226001109048,NA,NA,NA
10/5/2020,1940,rainbowtrout,197,103.3,NO,NO,NO,NO,NA,900_226001111113,NA,NA,NA
10/5/2020,1940,rainbowtrout,221,125.6,NO,NO,NO,NO,NA,900_226001047267,NA,NA,NA
10/5/2020,1940,rainbowtrout,107,15.3,NO,NO,NO,NO,NA,900_226001111463,NA,NA,NA
10/5/2020,1940,rainbowtrout,73,4.8,NO,NO,NO,NO,NA,900_226001109066,NA,NA,NA
10/5/2020,1940,rainbowtrout,68,3.9,NO,NO,NO,NO,NA,900_226001109006,NA,NA,NA
10/5/2020,1940,nonspottedrainbow,163,50.4,NO,NO,NO,NO,NA,900_226001109024,NA,NA,NA
10/5/2020,1940,sculpin,115,21.1,NO,NO,NO,NO,NA,900_226000331190,NA,NA,NA
10/5/2020,1950,masusalmon,132,28.5,sperm,NO,NO,NO,NA,900_226001111443,NA,NA,NA
10/5/2020,1950,masusalmon,76,5.3,NO,NO,NO,NO,NA,900_226001109019,NA,NA,NA
10/5/2020,1950,masusalmon,95,10.7,sperm,NO,NO,NO,NA,900_226001109167,NA,NA,NA
10/5/2020,1950,nonspottedrainbow,110,15.5,NO,NO,NO,NO,NA,900_226001111189,NA,NA,NA
10/5/2020,1950,rainbowtrout,115,18.7,NO,NO,NO,NO,NA,900_226001109188,NA,NA,NA
10/5/2020,1960,masusalmon,120,23.8,sperm,NO,NO,NO,NA,900_226001110030,NA,NA,NA
10/5/2020,1960,masusalmon,99,12.7,sperm,NO,NO,NO,NA,900_226001047247,NA,NA,NA
10/5/2020,1960,masusalmon,115,17,NO,NO,NO,NO,NA,900_226001047237,NA,NA,NA
10/5/2020,1960,masusalmon,162,52.2,sperm,NO,NO,NO,NA,900_226001109111,NA,NA,NA
10/5/2020,1960,masusalmon,120,22.8,sperm,NO,NO,NO,NA,900_226001109165,NA,NA,NA
10/5/2020,1960,rainbowtrout,124,25.7,NO,NO,NO,NO,NA,900_226001047278,NA,NA,NA
10/5/2020,1970,masusalmon,106,17,sperm,NO,NO,NO,NA,900_226001111145,NA,NA,NA
10/5/2020,1970,masusalmon,60,2.7,NO,NO,NO,NO,NA,900_226001109106,NA,NA,NA
10/5/2020,1980,masusalmon,117,20.6,sperm,NO,NO,NO,NA,900_226001109118,NA,NA,NA
10/5/2020,1980,masusalmon,138,32.8,sperm,NO,NO,NO,NA,900_226001109103,NA,NA,NA
10/5/2020,1990,masusalmon,116,18.3,NO,NO,NO,NO,NA,900_226001109110,NA,NA,NA
10/5/2020,1990,masusalmon,96,10.5,NO,NO,NO,NO,NA,900_226001109105,NA,NA,NA
10/5/2020,1990,masusalmon,88,7.5,NO,NO,NO,NO,NA,900_226001109115,NA,NA,NA
10/5/2020,1990,masusalmon,87,8.6,NO,NO,NO,NO,NA,900_226001109181,NA,NA,NA
10/5/2020,1990,masusalmon,70,4.2,NO,NO,NO,NO,NA,900_226001109145,NA,NA,NA
10/5/2020,1990,masusalmon,76,5.1,NO,NO,NO,NO,NA,900_226001109109,NA,NA,NA
10/5/2020,1990,rainbowtrout,61,3,NO,NO,NO,NO,NA,900_226001109156,NA,NA,NA
10/5/2020,2000,masusalmon,75,4.8,NO,NO,NO,NO,NA,900_226001109150,NA,NA,NA
10/5/2020,2010,masusalmon,133,30.4,sperm,NO,NO,NO,NA,900_226001109179,NA,NA,NA
10/5/2020,2010,masusalmon,80,6.3,NO,NO,NO,NO,NA,900_226001109187,NA,NA,NA
10/5/2020,2010,masusalmon,112,16.2,NO,NO,NO,NO,NA,900_226001109191,NA,NA,NA
10/5/2020,2010,masusalmon,77,5.1,NO,NO,NO,NO,NA,900_226001109171,NA,NA,NA
10/5/2020,2010,masusalmon,97,10.2,NO,NO,NO,NO,NA,900_226001109100,NA,NA,NA
10/5/2020,2010,masusalmon,136,34.2,sperm,NO,NO,NO,NA,900_226001109155,NA,NA,NA
10/5/2020,2010,masusalmon,139,34.4,sperm,NO,NO,NO,NA,900_226001109161,NA,NA,NA
10/5/2020,2010,rainbowtrout,122,21.6,NO,NO,NO,NO,NA,900_226001111181,NA,NA,NA
10/5/2020,2020,masusalmon,90,8.7,NO,NO,NO,NO,NA,900_226001109173,NA,NA,NA
10/5/2020,2020,masusalmon,95,10.6,NO,NO,NO,NO,NA,900_226001109149,NA,NA,NA
10/5/2020,2020,masusalmon,100,12,sperm,NO,NO,NO,NA,900_226001109127,NA,NA,NA
10/5/2020,2030,masusalmon,75,5,NO,NO,NO,NO,NA,900_226001109107,NA,NA,NA
10/5/2020,2030,rainbowtrout,62,3,NO,NO,NO,NO,NA,900_226001109170,NA,NA,NA
10/5/2020,2040,masusalmon,82,6.9,NO,NO,NO,NO,NA,900_226001109163,NA,NA,NA
10/5/2020,2040,masusalmon,89,8.3,NO,NO,NO,NO,NA,900_226001109166,NA,NA,NA
10/5/2020,2040,masusalmon,80,5.8,NO,NO,NO,NO,NA,900_226001109144,NA,NA,NA
10/5/2020,2040,masusalmon,112,16.3,NO,NO,NO,NO,NA,900_226001109172,NA,NA,NA
10/5/2020,2040,rainbowtrout,62,2.9,NO,NO,NO,NO,NA,900_226001109146,NA,NA,NA
10/5/2020,2050,masusalmon,77,5.1,NO,NO,NO,NO,NA,900_226001109189,NA,NA,NA
10/5/2020,2070,masusalmon,128,23.8,sperm,NO,NO,NO,NA,900_226001109134,NA,NA,NA
10/5/2020,2070,masusalmon,100,10,NO,NO,NO,NO,NA,900_226001109101,NA,NA,NA
10/5/2020,2070,masusalmon,75,4.6,NO,NO,NO,NO,NA,900_226001109193,NA,NA,NA
10/5/2020,2070,masusalmon,73,4.3,NO,NO,NO,NO,NA,900_226001109185,NA,NA,NA
10/5/2020,2070,masusalmon,99,7.3,NO,NO,NO,NO,NA,900_226001109196,NA,NA,NA
10/5/2020,2070,masusalmon,66,2.9,NO,NO,NO,NO,NA,900_226001109143,NA,NA,NA
10/5/2020,2080,masusalmon,134,30.4,sperm,NO,NO,NO,NA,900_226001047270,NA,NA,NA
10/5/2020,2090,masusalmon,151,38.7,sperm,NO,NO,NO,NA,900_226000493329,NA,NA,NA
10/5/2020,2090,masusalmon,118,17.3,NO,NO,NO,NO,NA,900_226001109162,NA,NA,NA
10/5/2020,2090,masusalmon,98,10.3,NO,NO,NO,NO,NA,900_226001109126,NA,NA,NA
10/5/2020,2090,masusalmon,85,6.7,NO,NO,NO,NO,NA,900_226001109133,NA,NA,NA
10/5/2020,2090,masusalmon,83,6.3,NO,NO,NO,NO,NA,900_226001109108,NA,NA,NA
10/5/2020,2090,masusalmon,98,9.6,NO,NO,NO,NO,NA,900_226001109151,NA,NA,NA
10/5/2020,2090,masusalmon,71,3.7,NO,NO,NO,NO,NA,900_226001109123,NA,NA,NA
10/5/2020,2090,rainbowtrout,135,33.4,NO,NO,NO,NO,NA,900_226001109104,NA,NA,NA
10/5/2020,2090,rainbowtrout,127,22.5,NO,NO,NO,NO,NA,900_226001109177,NA,NA,NA
10/7/2020,2100,masusalmon,133,28.2,NO,NO,NO,NO,NA,900_226001111195,NA,NA,NA
10/7/2020,2100,masusalmon,119,19.4,sperm,NO,NO,NO,NA,900_226001047121,NA,NA,NA
10/7/2020,2100,masusalmon,123,19.6,NO,NO,NO,NO,NA,900_226001109131,NA,NA,NA
10/7/2020,2100,masusalmon,96,10.4,NO,NO,NO,NO,NA,900_226001109121,NA,NA,NA
10/7/2020,2100,masusalmon,88,7.4,NO,NO,NO,NO,NA,900_226001109136,NA,NA,NA
10/7/2020,2100,masusalmon,66,3.3,NO,NO,NO,NO,NA,900_226001109119,NA,NA,NA
10/7/2020,2100,masusalmon,95,9,NO,NO,NO,NO,NA,900_226001109128,NA,NA,NA
10/7/2020,2100,rainbowtrout,207,115,NO,NO,NO,NO,NA,900_226001047219,NA,NA,NA
10/7/2020,2110,rainbowtrout,57,2.1,NO,NO,NO,NO,NA,900_226001109148,NA,NA,NA
10/7/2020,2120,masusalmon,114,17.3,NO,NO,NO,NO,NA,900_226001047210,NA,NA,NA
10/7/2020,2120,masusalmon,65,3,NO,NO,NO,NO,NA,900_226001109194,NA,NA,NA
10/7/2020,2120,masusalmon,63,2.6,NO,NO,NO,NO,NA,900_226001109186,NA,NA,NA
10/7/2020,2120,masusalmon,146,38.1,sperm,NO,NO,NO,NA,900_226001109125,NA,NA,NA
10/7/2020,2120,masusalmon,79,5.5,NO,NO,NO,NO,NA,900_226001109141,NA,NA,NA
10/7/2020,2120,masusalmon,70,4.2,NO,NO,NO,NO,NA,900_226001109135,NA,NA,NA
10/7/2020,2120,rainbowtrout,108,16.4,NO,NO,NO,NO,NA,900_226001109147,NA,NA,NA
10/7/2020,2120,rainbowtrout,95,11.9,NO,NO,NO,NO,NA,900_226001109117,NA,NA,NA
10/7/2020,2120,rainbowtrout,67,3.9,NO,NO,NO,NO,NA,900_226001109197,NA,NA,NA
10/7/2020,2130,masusalmon,133,27.7,sperm,NO,NO,NO,NA,900_226001111117,NA,NA,NA
10/7/2020,2140,masusalmon,79,5.8,NO,NO,NO,NO,NA,900_226001109124,NA,NA,NA
10/7/2020,2140,rainbowtrout,62,2.8,NO,NO,NO,NO,NA,900_226001109178,NA,NA,NA
10/7/2020,2140,rainbowtrout,65,3.2,NO,NO,NO,NO,NA,900_226001109168,NA,NA,NA
10/7/2020,2150,masusalmon,88,8.3,NO,NO,NO,NO,NA,900_226001109198,NA,NA,NA
10/7/2020,2160,masusalmon,119,17.8,sperm,NO,NO,NO,NA,900_226001047114,NA,NA,NA
10/7/2020,2160,masusalmon,125,27.1,sperm,NO,NO,NO,NA,900_226001047181,NA,NA,NA
10/7/2020,2160,masusalmon,93,10.3,NO,NO,NO,NO,NA,900_226001109139,NA,NA,NA
10/7/2020,2160,masusalmon,91,7.8,NO,NO,NO,NO,NA,900_226001109114,NA,NA,NA
10/7/2020,2160,masusalmon,64,3,NO,NO,NO,NO,NA,900_226001109199,NA,NA,NA
10/7/2020,2170,masusalmon,120,21.4,sperm,NO,NO,NO,NA,900_226001110971,NA,NA,NA
10/7/2020,2170,masusalmon,120,19.6,sperm,NO,YES,NO,NA,900_226001047113,NA,NA,NA
10/7/2020,2170,masusalmon,113,17.2,sperm,NO,NO,NO,NA,900_226001047176,NA,NA,NA
10/7/2020,2170,masusalmon,160,49.1,sperm,NO,NO,NO,NA,900_226001109112,NA,NA,NA
10/7/2020,2170,masusalmon,140,32.6,sperm,NO,NO,NO,NA,900_226001109180,NA,NA,NA
10/7/2020,2170,rainbowtrout,206,112,NO,YES,NO,NO,NA,900_226001109183,NA,NA,NA
10/7/2020,2170,masusalmon,96,9.4,NO,NO,NO,NO,NA,900_226001109190,NA,NA,NA
10/7/2020,2180,masusalmon,117,20,sperm,NO,NO,NO,NA,900_226001047172,NA,NA,NA
10/7/2020,2180,masusalmon,137,32.8,NO,NO,NO,NO,NA,900_226001110991,NA,NA,NA
10/7/2020,2180,masusalmon,90,8.5,NO,NO,NO,NO,NA,900_226001109138,NA,NA,NA
10/7/2020,2180,whitespottedchar,233,111.8,NO,NO,NO,NO,NA,900_226001047163,NA,NA,NA
10/7/2020,2190,masusalmon,109,15.3,NO,NO,NO,NO,NA,900_226001110958,NA,NA,NA
10/7/2020,2190,masusalmon,92,9.1,NO,NO,NO,NO,NA,900_226001109116,NA,NA,NA
10/7/2020,2190,masusalmon,75,5.4,NO,NO,NO,NO,NA,900_226001109175,NA,NA,NA
10/7/2020,2190,masusalmon,122,20.5,NO,NO,NO,NO,NA,900_226001109129,NA,NA,NA
10/7/2020,2210,masusalmon,101,11.7,NO,NO,NO,NO,NA,900_226001109154,NA,NA,NA
10/7/2020,2210,masusalmon,169,59,sperm,NO,NO,NO,NA,900_226001109132,NA,NA,NA
10/7/2020,2210,masusalmon,82,6.5,NO,NO,NO,NO,NA,900_226001109120,NA,NA,NA
10/7/2020,2220,masusalmon,141,35.3,sperm,NO,NO,NO,NA,900_226001047108,NA,NA,NA
10/7/2020,2220,masusalmon,129,25,sperm,NO,NO,NO,NA,900_226001047199,NA,NA,NA
10/7/2020,2220,masusalmon,81,6,NO,NO,NO,NO,NA,900_226001109122,NA,NA,NA
10/7/2020,2230,masusalmon,100,11.6,NO,NO,NO,NO,NA,900_226001109169,NA,NA,NA
10/7/2020,2230,masusalmon,107,13.5,NO,NO,NO,NO,NA,900_226001109184,NA,NA,NA
10/7/2020,2230,masusalmon,107,13.6,NO,NO,NO,NO,NA,900_226001109137,NA,NA,NA
10/7/2020,2230,masusalmon,78,5.3,NO,NO,NO,NO,NA,900_226001109140,NA,NA,NA
10/7/2020,2230,masusalmon,104,12.3,NO,NO,NO,NO,NA,900_226001109182,NA,NA,NA
10/7/2020,2230,masusalmon,93,9.4,NO,NO,NO,NO,NA,900_226001109152,NA,NA,NA
10/7/2020,2230,rainbowtrout,61,2.8,NO,NO,NO,NO,NA,900_226001109159,NA,NA,NA
10/7/2020,2240,masusalmon,108,13.6,NO,NO,NO,NO,NA,900_226001111112,NA,NA,NA
10/7/2020,2240,masusalmon,86,7.7,NO,NO,NO,NO,NA,900_226001109174,NA,NA,NA
10/7/2020,2240,masusalmon,92,8.6,NO,NO,NO,NO,NA,900_226001109164,NA,NA,NA
10/7/2020,2240,masusalmon,78,5.3,NO,NO,NO,NO,NA,900_226001109157,NA,NA,NA
10/7/2020,2240,masusalmon,88,7.6,NO,NO,NO,NO,NA,900_226001109160,NA,NA,NA
10/7/2020,2240,rainbowtrout,64,3.1,NO,NO,NO,NO,NA,900_226001109102,NA,NA,NA
10/7/2020,2250,masusalmon,64,3.3,NO,NO,NO,NO,NA,900_226001109195,NA,NA,NA
10/7/2020,2250,nonspottedrainbow,209,102.7,NO,NO,NO,NO,NA,900_226000493694,NA,NA,NA
10/7/2020,2250,nonspottedrainbow,247,165,sperm,NO,NO,NO,NA,900_226000493868,NA,NA,NA
10/7/2020,2260,masusalmon,138,30.1,sperm,NO,NO,NO,NA,900_226001047173,NA,NA,NA
10/7/2020,2260,masusalmon,68,3.4,NO,NO,NO,NO,NA,900_226001109176,NA,NA,NA
10/7/2020,2260,rainbowtrout,101,11.8,NO,NO,NO,NO,NA,900_226001110988,NA,NA,NA
10/7/2020,2260,rainbowtrout,282,207,NO,NO,NO,NO,NA,900_226001047148,NA,NA,NA
10/7/2020,2270,masusalmon,156,39,sperm,NO,NO,NO,NA,900_226001109158,NA,NA,NA
10/7/2020,2280,masusalmon,90,8.1,NO,NO,NO,NO,NA,900_226001109153,NA,NA,NA
10/7/2020,2280,masusalmon,100,10.9,NO,NO,NO,NO,NA,900_226001109192,NA,NA,NA
10/7/2020,2290,masusalmon,73,4.2,NO,NO,NO,NO,NA,900_226001109130,NA,NA,NA
10/7/2020,2290,masusalmon,85,6.8,NO,NO,NO,NO,NA,900_226001109142,NA,NA,NA
10/7/2020,2290,masusalmon,114,16.3,NO,NO,NO,NO,NA,900_226001109113,NA,NA,NA
10/7/2020,2290,masusalmon,89,8.2,NO,NO,NO,NO,NA,900_226001109267,NA,NA,NA
10/7/2020,2290,masusalmon,93,9,NO,NO,NO,NO,NA,900_226001109230,NA,NA,NA
10/7/2020,2290,masusalmon,115,16.9,sperm,NO,NO,NO,NA,900_226001109228,NA,NA,NA
10/7/2020,2290,masusalmon,97,10.5,NO,NO,NO,NO,NA,900_226001109224,NA,NA,NA
10/7/2020,2300,masusalmon,72,4,NO,NO,NO,NO,NA,900_226001109245,NA,NA,NA
10/7/2020,2300,masusalmon,64,3,NO,NO,NO,NO,NA,900_226001109201,NA,NA,NA
10/7/2020,2300,rainbowtrout,267,207.5,NO,NO,NO,NO,NA,900_226001047159,NA,NA,NA
10/7/2020,2320,masusalmon,84,6.5,NO,NO,NO,NO,NA,900_226001109223,NA,NA,NA
10/7/2020,2320,masusalmon,80,5.5,NO,NO,NO,NO,NA,900_226001109211,NA,NA,NA
10/7/2020,2320,nonspottedrainbow,110,15.3,NO,NO,NO,NO,NA,900_226001110937,NA,NA,NA
10/7/2020,2330,masusalmon,140,32.5,sperm,NO,NO,NO,NA,900_226001573632,NA,NA,NA
10/7/2020,2330,masusalmon,88,7.4,NO,NO,NO,NO,NA,900_226001109262,NA,NA,NA
10/7/2020,2330,masusalmon,80,5.9,NO,NO,NO,NO,NA,900_226001109286,NA,NA,NA
10/7/2020,2340,masusalmon,63,2.9,NO,NO,NO,NO,NA,900_226001109243,NA,NA,NA
10/7/2020,2350,masusalmon,75,4.2,NO,NO,NO,NO,NA,900_226001109280,NA,NA,NA
10/7/2020,2350,masusalmon,109,13.3,NO,NO,NO,NO,NA,900_226001109252,NA,NA,NA
10/7/2020,2350,rainbowtrout,167,54.1,NO,NO,NO,NO,NA,900_226001110978,NA,NA,NA
10/7/2020,2360,masusalmon,122,17.9,NO,NO,NO,NO,NA,900_226001109292,NA,NA,NA
10/7/2020,2360,masusalmon,83,6.5,NO,NO,NO,NO,NA,900_226001109200,NA,NA,NA
10/7/2020,2360,masusalmon,92,9,NO,NO,NO,NO,NA,900_226001109255,NA,NA,NA
10/7/2020,2360,masusalmon,130,28,sperm,NO,NO,NO,NA,900_226001109256,NA,NA,NA
10/7/2020,2360,masusalmon,86,7.6,NO,NO,NO,NO,NA,900_226001109298,NA,NA,NA
10/7/2020,2360,rainbowtrout,116,18.9,NO,NO,NO,NO,NA,900_226001109225,NA,NA,NA
10/7/2020,2370,masusalmon,59,2.3,NO,NO,NO,NO,NA,900_226001109272,NA,NA,NA
10/7/2020,2370,masusalmon,72,4.4,NO,NO,NO,NO,NA,900_226001109217,NA,NA,NA
10/7/2020,2380,masusalmon,106,12.5,NO,NO,NO,NO,NA,900_226001109203,NA,NA,NA
10/7/2020,2380,masusalmon,81,6,NO,NO,NO,NO,NA,900_226001109263,NA,NA,NA
10/7/2020,2380,masusalmon,68,3.6,NO,NO,NO,NO,NA,900_226001109278,NA,NA,NA
10/7/2020,2380,masusalmon,105,13.1,NO,NO,NO,NO,NA,900_226001109297,NA,NA,NA
10/7/2020,2380,rainbowtrout,117,20.6,NO,NO,NO,NO,NA,900_226001110949,NA,NA,NA
10/7/2020,2380,rainbowtrout,107,14,NO,NO,NO,NO,NA,900_226001109221,NA,NA,NA
10/7/2020,2380,rainbowtrout,62,2.8,NO,NO,NO,NO,NA,900_226001109288,NA,NA,NA
10/7/2020,2390,masusalmon,166,52.5,sperm,NO,NO,NO,NA,900_226001110913,NA,NA,NA
10/7/2020,2390,masusalmon,116,19.3,sperm,NO,NO,NO,NA,900_226001110981,NA,NA,NA
10/7/2020,2390,masusalmon,127,25.9,sperm,NO,NO,NO,NA,900_226001109215,NA,NA,NA
10/7/2020,2390,masusalmon,81,6.2,NO,NO,NO,NO,NA,900_226001109266,NA,NA,NA
10/7/2020,2390,masusalmon,90,8.2,NO,NO,NO,NO,NA,900_226001109295,NA,NA,NA
10/7/2020,2390,rainbowtrout,119,20.4,NO,NO,NO,NO,NA,900_226001110920,NA,NA,NA
10/7/2020,2390,masusalmon,82,6.6,NO,NO,NO,NO,NA,900_226001109283,NA,NA,NA
10/7/2020,2400,rainbowtrout,51,1.5,NO,NO,NO,NO,NA,900_226001109274,NA,NA,NA
10/7/2020,2400,whitespottedchar,172,53.5,NO,NO,NO,NO,bodybended,900_226001047533,NA,NA,NA
10/7/2020,2410,masusalmon,165,50.8,sperm,NO,NO,NO,NA,900_226001109232,NA,NA,NA
10/7/2020,2410,masusalmon,73,4.3,NO,NO,NO,NO,NA,900_226001109239,NA,NA,NA
10/7/2020,2410,masusalmon,64,3,NO,NO,NO,NO,NA,900_226001109271,NA,NA,NA
10/7/2020,2410,masusalmon,69,3.6,NO,NO,NO,NO,NA,900_226001109277,NA,NA,NA
10/7/2020,2410,masusalmon,67,3.2,NO,NO,NO,NO,NA,900_226001109251,NA,NA,NA
10/7/2020,2410,masusalmon,70,4.2,NO,NO,NO,NO,NA,900_226001109229,NA,NA,NA
10/7/2020,2410,nonspottedrainbow,237,160.8,NO,NO,NO,NO,NA,900_226001047523,NA,NA,NA
10/7/2020,2410,whitespottedchar,186,66.2,NO,NO,NO,NO,NA,900_226001047140,NA,NA,NA
10/7/2020,2410,whitespottedchar,221,109.7,sperm,NO,NO,NO,NA,900_226000493646,NA,NA,NA
10/7/2020,2430,masusalmon,78,5,NO,NO,NO,NO,NA,900_226001109264,NA,NA,NA
10/7/2020,2440,masusalmon,142,36.1,sperm,NO,NO,NO,NA,900_226001109226,NA,NA,NA
10/7/2020,2450,masusalmon,123,19.8,NO,NO,NO,NO,NA,900_226001047149,NA,NA,NA
10/7/2020,2450,masusalmon,110,14.4,sperm,NO,NO,NO,NA,900_226001109273,NA,NA,NA
10/7/2020,2450,masusalmon,117,18,NO,NO,NO,NO,NA,900_226001109227,NA,NA,NA
10/7/2020,2450,masusalmon,75,4.8,NO,NO,NO,NO,NA,900_226001109294,NA,NA,NA
10/7/2020,2450,masusalmon,69,3.4,NO,NO,NO,NO,NA,900_226001109299,NA,NA,NA
10/7/2020,2450,masusalmon,75,4.8,NO,NO,NO,NO,NA,900_226001109244,NA,NA,NA
10/7/2020,2450,rainbowtrout,55,1.8,NO,NO,NO,NO,NA,900_226001109209,NA,NA,NA
10/7/2020,2460,masusalmon,120,21.2,sperm,NO,NO,NO,NA,900_226001110992,NA,NA,NA
10/7/2020,2460,masusalmon,115,16.6,NO,NO,NO,NO,NA,900_226001110973,NA,NA,NA
10/7/2020,2460,masusalmon,156,49.5,sperm,NO,NO,NO,NA,900_226001109291,NA,NA,NA
10/7/2020,2460,masusalmon,78,6.1,NO,NO,NO,NO,NA,900_226001109235,NA,NA,NA
10/7/2020,2460,masusalmon,83,5.9,NO,NO,NO,NO,NA,900_226001109249,NA,NA,NA
10/7/2020,2460,dollyvarden,182,58.3,sperm,YES,NO,NO,NA,900_226001109289,NA,NA,NA
10/7/2020,2470,masusalmon,134,27.5,sperm,NO,NO,NO,NA,900_226001109276,NA,NA,NA
10/7/2020,2470,masusalmon,124,20.2,NO,NO,NO,NO,NA,900_226001109254,NA,NA,NA
10/7/2020,2470,rainbowtrout,275,246.5,NO,NO,NO,NO,NA,900_226001047186,NA,NA,NA
10/7/2020,2470,rainbowtrout,187,78.4,NO,NO,NO,NO,NA,900_226000493164,NA,NA,NA
10/7/2020,2470,rainbowtrout,195,84.9,NO,NO,NO,NO,NA,900_226001047579,NA,NA,NA
10/7/2020,2470,whitespottedchar,213,100.6,NO,NO,NO,NO,dollyvarden,900_226001047110,NA,NA,NA
10/7/2020,2470,browntrout,256,220,sperm,NO,NO,NO,NA,900_226001047534,NA,NA,NA
10/7/2020,2480,masusalmon,132,28.5,sperm,NO,NO,NO,NA,900_226001573918,NA,NA,NA
10/7/2020,2480,masusalmon,191,76,sperm,NO,NO,NO,NA,900_226000330843,NA,NA,NA
10/7/2020,2480,masusalmon,102,12.5,sperm,YES,NO,NO,NA,900_226001109275,NA,NA,NA
10/7/2020,2480,masusalmon,88,8,NO,NO,NO,NO,NA,900_226001109206,NA,NA,NA
10/7/2020,2480,masusalmon,117,17.2,sperm,NO,NO,NO,NA,900_226001109208,NA,NA,NA
10/7/2020,2480,masusalmon,99,10.6,NO,NO,NO,NO,NA,900_226001109269,NA,NA,NA
10/7/2020,2480,masusalmon,109,16.6,sperm,NO,NO,NO,NA,900_226001109220,NA,NA,NA
10/7/2020,2480,masusalmon,63,2.9,NO,NO,NO,NO,NA,900_226001109281,NA,NA,NA
10/7/2020,2480,whitespottedchar,189,63.6,NO,NO,NO,NO,NA,900_226000493543,NA,NA,NA
10/7/2020,2490,masusalmon,78,5.6,NO,NO,NO,NO,NA,900_226001109242,NA,NA,NA
10/7/2020,2490,rainbowtrout,168,53.4,NO,NO,NO,NO,NA,900_226001111266,NA,NA,NA
10/7/2020,2490,rainbowtrout,190,84.1,sperm,NO,NO,NO,NA,900_226000493591,NA,NA,NA
10/7/2020,2490,rainbowtrout,134,29.7,NO,NO,NO,NO,NA,900_226001109284,NA,NA,NA
10/7/2020,2500,masusalmon,125,23.1,NO,NO,NO,NO,NA,900_226001047552,NA,NA,NA
10/7/2020,2500,masusalmon,138,31.4,sperm,NO,NO,NO,NA,900_226001110033,NA,NA,NA
10/7/2020,2500,masusalmon,107,13.9,NO,NO,NO,NO,NA,900_226001047567,NA,NA,NA
10/7/2020,2500,masusalmon,107,14.6,NO,NO,NO,NO,NA,900_226001109250,NA,NA,NA
10/7/2020,2500,rainbowtrout,144,34.7,NO,NO,NO,NO,NA,900_226001573614,NA,NA,NA
10/7/2020,2500,rainbowtrout,55,1.9,NO,NO,NO,NO,NA,900_226001109287,NA,NA,NA
10/7/2020,2510,masusalmon,82,6,NO,NO,NO,NO,NA,900_226001109207,NA,NA,NA
10/7/2020,2510,masusalmon,81,5.6,NO,NO,NO,NO,NA,900_226001109260,NA,NA,NA
10/7/2020,2510,masusalmon,110,17.1,NO,NO,NO,NO,NA,900_226001109261,NA,NA,NA
10/7/2020,2510,masusalmon,87,8.1,NO,NO,NO,NO,NA,900_226001109202,NA,NA,NA
10/7/2020,2510,rainbowtrout,126,23.4,NO,NO,NO,NO,NA,900_226001109205,NA,NA,NA
10/7/2020,2510,whitespottedchar,170,48.3,NO,NO,NO,NO,NA,900_226001110641,NA,NA,NA
10/7/2020,2520,masusalmon,96,9.4,NO,NO,NO,NO,NA,900_226001109204,NA,NA,NA
